module_code,module_name,Old ID,question_code,sort,subject_id,module_code,reason,kind,content,REFERENCE,response_1,target_1,response_2,target_2,response_3,target_3,return_node,target_module,return,decision_node,meets_response,boolean,conclusion_1,conclusion_2,examples,asc,faq,help,report_summary,summary,report_content,response_fatal,target_fatal
11,equity_linked_contracts_embedded,,11-20,20,10,11,,r,Since the embedded derivative feature is both indexed to the comapny's own stock and meets the conditions necessary for equity classification| the embedded feature should not be bifurcated from the host contract for sparate accounting. The requirements for the contract to be considered indexed to the company's own stock and to be classified in equity should be subsequently evaluated.,,,,,,,,,,,,,,,,,,,,,,Since the embedded derivative feature is both indexed to the comapny's own stock and meets the conditions necessary for equity classification| the embedded feature should not be bifurcated from the host contract for sparate accounting. The requirements for the contract to be considered indexed to the company's own stock and to be classified in equity should be subsequently evaluated.,,
11,equity_linked_contracts_embedded,,11-21,21,10,11,,r,Account for the entire instrument at fair value at inception and at each subsequent reporting date| with changes in fair value reported as gain or loss and included in income.,,,,,,,,,,,,,,,,,,,,,,Account for the entire instrument at fair value at inception and at each subsequent reporting date| with changes in fair value reported as gain or loss and included in income.,,
12,derivative_exceptions_freestanding_equity_linked,55,12-1,1,2,12,Freestanding Derivative Exceptions,q,Is the contract a registration payments arrangement?,,Yes,15-10,No,12-2,Analyze,15-3,12-2,15,,,,,,,,,,,,,Is the contract a registration payments arrangement?,,
12,derivative_exceptions_freestanding_equity_linked,,12-2,2,2,12,Freestanding Derivative Exceptions,q,Is the contract for a business combination at a future date?,,Yes,,No,12-3,,,,,,,,,,,,,,,,,Is the contract for a business combination at a future date?,,
12,derivative_exceptions_freestanding_equity_linked,,12-3,3,2,12,Freestanding Derivative Exceptions,q,Is the contract for an acquisition entered into by a non-for-profit organization?,,Yes,,No,12-4,,,,,,,,,,,,,,,,,Is the contract for an acquisition entered into by a non-for-profit organization?,,
12,derivative_exceptions_freestanding_equity_linked,,12-4,4,2,12,Freestanding Derivative Exceptions,q,Is the contract for the merger of two or more not-for-profit organizations?,,Yes,,No,12-5,,,,,,,,,,,,,,,,,Is the contract for the merger of two or more not-for-profit organizations?,,
12,derivative_exceptions_freestanding_equity_linked,,12-5,5,2,12,Freestanding Derivative Exceptions,q,Is the contract a forward contract that requires settlement by the company's delivery of cash in exchange for the purchase of a fixed number of its equity shares?,,Yes,12-6,No,12-7,,,,,,,,,,,,,,,,,Is the contract a forward contract that requires settlement by the company's delivery of cash in exchange for the purchase of a fixed number of its equity shares?,,
12,derivative_exceptions_freestanding_equity_linked,,12-6,6,2,12,Freestanding Derivative Exceptions,q,Is the amount to be paid fixed or can the amount and/or settlement date vary?,,Fixed,,Amount and/or settlement date varies,,,,,,,,,,,,,,,,,,Is the amount to be paid fixed or can the amount and/or settlement date vary?,,
12,derivative_exceptions_freestanding_equity_linked,,12-7,7,2,12,Freestanding Derivative Exceptions,q,Does the contract meet the accounting definition of a derivative?,,Yes,12-8,No,,Analyze,13-4,12-8,13,,,,,,,,,,,,,Does the contract meet the accounting definition of a derivative?,,
12,derivative_exceptions_freestanding_equity_linked,,12-8,8,2,12,Freestanding Derivative Exceptions,q,Does hedge accounting apply?,,Yes,,No,,,,,,,,,,,,,,,,,,Does hedge accounting apply?,,
12,derivative_exceptions_freestanding_equity_linked,,12-9,9,2,12,Freestanding Derivative Exceptions,q,Is the host contract of the embedded feature being evaluated considered conventional convertible debt?,815-40-25-39,Yes,,No,,Analyze,17-2,12-10,17,,,,,,,,,,,,,Is the host contract of the embedded feature being evaluated considered conventional convertible debt?,,
12,derivative_exceptions_freestanding_equity_linked,,12-10,10,2,12,Freestanding Derivative Exceptions,q,Does the conversion feature meet the accounting definition of a derivative?,,Yes,,No,,Analyze,19-4,12-11,19,,,,,,,,,,,,,Does the conversion feature meet the accounting definition of a derivative?,,
12,derivative_exceptions_freestanding_equity_linked,,12-11,11,2,12,Freestanding Derivative Exceptions,q,Is the embedded feature a conversion option in a debt-host contract?,,Yes,12-12,No,,,,,,,,,,,,,,,,,,Is the embedded feature a conversion option in a debt-host contract?,,
12,derivative_exceptions_freestanding_equity_linked,,12-12,12,2,12,Freestanding Derivative Exceptions,q,Is there a beneficial conversion feature as of the date of issuance?,,Yes,12-13,No,,,,,,,,,,,,,,,,,,Is there a beneficial conversion feature as of the date of issuance?,,
12,derivative_exceptions_freestanding_equity_linked,,12-13,13,2,12,Freestanding Derivative Exceptions,q,Upon conversion may the entire convertible debt instrument be entirely or partially settled in cash or by transfer of some other asset?,,Yes,,No,,,,,,,,,,,,,,,,,,Upon conversion may the entire convertible debt instrument be entirely or partially settled in cash or by transfer of some other asset?,,
